name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 203387 b,201,3.494 Jupiters,4.28,2022
HD 203387 c,201,7.47507 Jupiters,4.28,2022
HD 203473 b,237,7.8 Jupiters,8.23,2018
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.88801 Jupiters,7.99,2010
HD 204313 c,156,17.20043 Earths,7.99,2015
HD 204313 e,156,15.23151 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.38835 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 214823 b,331,19.59946 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,2.223 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.85303 Jupiters,7.78,2011
HD 217786 c,181,7.35886 Earths,7.78,2022
HD 217850 b,215,21.6 Jupiters,8.520001,2018
HD 217958 b,202,0.5916 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.75299 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 214823 b,331,19.59946 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,2.223 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.85303 Jupiters,7.78,2011
HD 217786 c,181,7.35886 Earths,7.78,2022
HD 217850 b,215,21.6 Jupiters,8.520001,2018
HD 217958 b,202,0.5916 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.75299 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 214823 b,331,19.59946 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,2.223 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.85303 Jupiters,7.78,2011
HD 217786 c,181,7.35886 Earths,7.78,2022
HD 217850 b,215,21.6 Jupiters,8.520001,2018
HD 217958 b,202,0.5916 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.75299 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 214823 b,331,19.59946 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,2.223 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.85303 Jupiters,7.78,2011
HD 217786 c,181,7.35886 Earths,7.78,2022
HD 217850 b,215,21.6 Jupiters,8.520001,2018
HD 217958 b,202,0.5916 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.75299 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 207832 c,192,0.73 Jupiters,8.78,2012
HD 207897 b,92,14.4 Earths,8.37,2021
HD 20794 b,20,2.7 Earths,4.26,2011
HD 20794 c,20,2.4 Earths,4.26,2011
HD 20794 d,20,4.8 Earths,4.26,2011
HD 20794 e,20,4.77 Earths,4.26,2017
HD 208487 b,147,0.52 Jupiters,7.47,2004
HD 208527 b,1018,9.9 Jupiters,6.38984,2012
HD 20868 b,156,1.25 Jupiters,9.92,2008
HD 208897 b,220,1.4 Jupiters,6.50821,2017
HD 209458 b,158,0.73 Jupiters,7.65,1999
HD 210193 b,138,0.4817 Jupiters,7.83,2019
HD 210277 b,69,1.29 Jupiters,6.54348,1998
HD 210702 b,177,1.808 Jupiters,5.93022,2007
HD 211403 b,271,5.54 Jupiters,8.48,2021
HD 211810 b,211,0.67 Jupiters,8.59,2018
HD 211970 b,43,13 Earths,10.24,2019
HD 212301 b,177,0.51 Jupiters,7.76,2005
HD 212771 b,363,2.39 Jupiters,7.6,2009
HD 213240 b,133,5.58 Jupiters,6.81,2001
HD 213472 b,210,3.5 Jupiters,8.17,2021
HD 213519 b,134,9.51349 Earths,7.68,2022
HD 213885 b,157,8.83 Earths,7.95,2019
HD 213885 c,157,19.95 Earths,7.95,2019
HD 21411 b,95,0.20734 Jupiters,7.88,2019
HD 219134 c,21,4.36 Earths,5.56911,2015
HD 219134 d,21,16.17 Earths,5.56911,2015
HD 219134 f,21,7.3 Earths,5.56911,2015
HD 219134 g,21,10.80622 Earths,5.56911,2015
HD 219134 h,21,0.34 Jupiters,5.56911,2015
HD 219139 b,342,0.78 Jupiters,5.84863,2021
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,18.94937 Earths,8.04,2007
HD 219828 c,238,17.0123 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.118 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,20.0215 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
HD 222155 b,165,2.12 Jupiters,7.11716,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,7.02951 Jupiters,8.06,2016
HD 224693 b,305,0.7 Jupiters,8.23,2006
HD 22496 b,44,5.57 Earths,8.57,2021
HD 219134 c,21,4.36 Earths,5.56911,2015
HD 219134 d,21,16.17 Earths,5.56911,2015
HD 219134 f,21,7.3 Earths,5.56911,2015
HD 219134 g,21,10.80622 Earths,5.56911,2015
HD 219134 h,21,0.34 Jupiters,5.56911,2015
HD 219139 b,342,0.78 Jupiters,5.84863,2021
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,18.94937 Earths,8.04,2007
HD 219828 c,238,17.0123 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.118 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,20.0215 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
HD 222155 b,165,2.12 Jupiters,7.11716,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,7.02951 Jupiters,8.06,2016
HD 224693 b,305,0.7 Jupiters,8.23,2006
HD 22496 b,44,5.57 Earths,8.57,2021
HD 22532 b,526,2.12 Jupiters,7.85,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.56265 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.01848 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.02619 Earths,8.2,2022
HD 25912 c,160,16.52835 Jupiters,8.2,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,13.5 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.42018,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.26,2012
HD 27894 b,143,0.61939 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.78167 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.83181 Jupiters,7.8,2001
HD 28185 c,128,19.58437 Jupiters,7.8,2022
HD 28192 b,162,0.31091 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.70781 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.55388 Jupiters,8.98,2010
HD 43197 c,204,7.80042 Jupiters,8.98,2022
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.70781 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.55388 Jupiters,8.98,2010
HD 43197 c,204,7.80042 Jupiters,8.98,2022
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.70781 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.55388 Jupiters,8.98,2010
HD 43197 c,204,7.80042 Jupiters,8.98,2022
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.70781 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.55388 Jupiters,8.98,2010
HD 43197 c,204,7.80042 Jupiters,8.98,2022
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 457 b,180,23.8334 Jupiters,7.72,2022
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 4917 b,666,1.615 Jupiters,8.03,2018
HD 49674 b,140,31.783 Earths,8.1,2002
HD 50499 b,151,1.636 Jupiters,7.21,2005
HD 50499 c,151,2.93 Jupiters,7.21,2019
HD 50554 b,102,4.954 Jupiters,6.8561,2002
HD 51608 b,114,12.77 Earths,8.17,2019
HD 51608 c,114,14.31 Earths,8.17,2019
HD 52265 b,98,1.21 Jupiters,6.29351,2000
HD 5278 b,188,7.8 Earths,7.94,2021
HD 5278 c,188,18.4 Earths,7.94,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 457 b,180,23.8334 Jupiters,7.72,2022
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
